sample_id,source,question,gold_answer,task_type
musique_0952,musique,Who is the spouse of the actress who plays the fairy godmother in the new Cinderella?,Tim Burton,compositional
squad_0241,squad,"Which person portrayed Knute Rockne in the 1940 movie ""Knute Rockne?""",Pat O'Brien,entity
musique_0856,musique,What channel was the original broadcaster of season 1 of the series that has the episode Lay Down Your Burdens?,Sci-Fi Channel,entity
hotpotqa_0834,hotpotqa,"What is the year of the event which occurred first, Vessel was released, or Debut was released?",1993,temporal
hotpotqa_0322,hotpotqa,What 1998 film with Arthur Nascarella was directed by Tony Scott?,Enemy of the State,entity
musique_0116,musique,In what year did the South Korean car manufacturer that purchased the factor in 1995 dissolve?,1999,temporal
hotpotqa_0004,hotpotqa,"Cadmium Chloride is slightly soluble in this chemical, it is also called what?",alcohol,other
musique_0644,musique,Who sings on Every Storm with the performer of Every Storm?,Co-writer Hillary Lindsey,compositional
musique_0643,musique,In what year was the band that released Fergus Sings the Blues formed?,1985,temporal
hotpotqa_0161,hotpotqa,What year did the chairman of the Jenkins Commission die?,2003,temporal
musique_0433,musique,Where in Plymouth is the base for the operator of Thames class lifeboat?,Millbay Docks,entity
musique_0904,musique,Who is the one with the most wins at the masters?,an American retired professional golfer,numerical
musique_0941,musique,When did the Mirinda manufacturer switch from sugar to corn syrup?,the 1980s,temporal
squad_0361,squad,When did Destiny's Child release their second album?,1999,temporal
squad_0182,squad,What field of study did Anton-Hermann Chroust specialize in?,classics and law,entity
musique_0917,musique,Who was the location of Wrestlers designed by?,Giorgio Vasari,entity
hotpotqa_0732,hotpotqa,"Which film director is younger, Del Lord or Wang Xiaoshuai?",Del Lord,other
hotpotqa_0331,hotpotqa,"Who produced the movie that ""Puss in Boots: The Three Diablos"" is the sequel of?",DreamWorks Animation,compositional
musique_0565,musique,Who is the spouse of actress featured in Fanfan?,Christopher Lambert,entity
hotpotqa_0096,hotpotqa,"The airline operating in Whitehorse, Yukon handled how many passengers in 2012?","294,000",numerical
hotpotqa_0542,hotpotqa,"Which American guitarist and bluegrass musician from Danville, Virginia did Rebecca Rippy play or share the stage with?",Tony Rice,entity
musique_0630,musique,What type of community is the city where Tiziano Siviero was born an instance of?,comune,entity
squad_0293,squad,When did Beyonce take a hiatus in her career and take control of her management?,2010,temporal
squad_0424,squad,"How many countries did her song ""Irreplaceable"" get number one status in?",five,numerical
squad_0052,squad,What book did John Zahm write in 1896?,Evolution and Dogma,entity
hotpotqa_0277,hotpotqa,Who represents the district that Gawthorpe is in?,Julie Cooper,entity
hotpotqa_0083,hotpotqa,Which industry do Richard Hawley and Chicago's Catherine belong to? ,rock band,entity
musique_0137,musique,Who led the force that later pushed deep into Polish territory?,Marshal Mikhail Tukhachevsky,entity
squad_0164,squad,On which university did Notre Dame base its curriculum on?,Saint Louis University,entity
squad_0457,squad,Who is Beyoncé's alter ego?,Sasha Fierce,entity
squad_0232,squad,What is notable about the Notre Dame marching band?,oldest university band in continuous existence in the United States,entity
hotpotqa_0395,hotpotqa,"Who released their second album with a band from Louisville, Kentucky?",Andrew Bird,compositional
musique_0281,musique,What is the record label for the artist who sang Take Good Care of My Baby in 1961?,Liberty Records,compositional
hotpotqa_0479,hotpotqa,Do both Juniper and Indigofera belong to the cypress family Cupressaceae?,no,other
hotpotqa_0055,hotpotqa,"Roger Avary (born August 23, 1965) is a Canadian film and television producer, screenwriter and director in the American mass media industry, he wrote the screenplay for Beowulf, a 2007 British-Americ",Robert Zemeckis,entity
musique_0707,musique,Who is the king singing to in the show named for the person whose writings in The Federalist Papers is used to support the use of judicial review?,the rebelling American colonists,compositional
hotpotqa_0756,hotpotqa,"Cohousing is a community designed around a shared space, an example being Sættedammen in which country?",Denmark,entity
musique_0451,musique,When did the pop singer quit being an original judge on American Idol?,before season nine,temporal
musique_0205,musique,Where are the headquarters of the team which Tonny Brogaard is a member of located?,Copenhagen,compositional
musique_0873,musique,When was the last time the team which participated in the 1901 FA Cup Final won a trophy?,2015,temporal
hotpotqa_0852,hotpotqa,Which city in China is a prefecture-level city Xinzhou or Guanghan,Xinzhou () is a prefecture-level city,entity
hotpotqa_0687,hotpotqa,Rakekniven was climbed in 1996 by a mountaineer that holds which nationality ?,American,compositional
squad_0020,squad,What entity provides help with the management of time for new students at Notre Dame?,Learning Resource Center,entity
musique_0772,musique,When was the season of Grey's Anatomy where Shepherd dies filmed?,"filming for the eleventh season would begin on July 25, 2014",temporal
hotpotqa_0792,hotpotqa,What American luxury jewelry and specialty retailer did Jean Michel Schlumberger work at?,Tiffany & Company,entity
musique_0633,musique,Who was married to the painter of The Great Red Dragon Paintings?,Catherine Blake,compositional
musique_0133,musique,In which county is the city in which KZOI is licensed?,Dakota County,entity
squad_0325,squad,Beyoncé was raised in what religion?,Methodist,entity
musique_0403,musique,When did the performer of Forever Your Girl quit as a judge?,before season nine,temporal
musique_0108,musique,Who is the child of the host of the gathering where Frédéric was introduced to George Sand?,Cosima Wagner,compositional
hotpotqa_0467,hotpotqa,"Who was born first, Martin Heidegger or Lydia Davis?",Martin Heidegger,temporal
musique_0221,musique,Who did the Han Chinese want to help fight against alongside the people who imposed their military might on Tibet?,the Jin,compositional
musique_0453,musique,Where is the water lily pond by the creator of The Cliff Walk at Pourville located?,his flower garden at his home in Giverny,entity
musique_0438,musique,What award did the star represented by Lew Wasserman receive?,Academy Honorary Award,entity
hotpotqa_0064,hotpotqa,Which Oscar-nominated film was written by the screenwriter who wrote a 1991 romantic drama based upon a screenplay by Sooni Taraporevala?,Salaam Bombay,compositional
squad_0261,squad,Who starred as Daniel Ruettiger in the film Rudy?,Sean Astin,entity
squad_0335,squad,How old was Beyoncé when she won a school talent show?,seven,numerical
musique_0761,musique,When did the admiral twin open in Oklahoma's 2nd-largest city?,1998,temporal
hotpotqa_0139,hotpotqa, Teri W. Odom is a member of a scientific journal first published in 2007 by who?,the American Chemical Society,compositional
hotpotqa_0426,hotpotqa,Are George Avakian and Bobby Managoff both record producers?,"Robert Manoogian Jr. (January 4, 1918 – April 3, 2002) was an American professio",other
hotpotqa_0324,hotpotqa,Which Byron Edmund Walker founded institution was originally controlled by the Church of England?,The University of Toronto,entity
hotpotqa_0116,hotpotqa,"Californian rock band Lit recorded A Place in the Sun in 1995, but what's their best known song?",My Own Worst Enemy,entity
hotpotqa_0847,hotpotqa,"Daniel Heartz is an American musicologist and Professor emeritus of Music at which public research university located in Berkeley, California?","University of California, Berkeley",entity
musique_0354,musique,When did the first episode of the series that I'll Always Remember You is a part of air?,"March 24, 2006",temporal
squad_0464,squad,"A fight scene from the movie, Obsessed, won which award for Beyonce?",MTV Movie Award for Best Fight,entity
hotpotqa_0692,hotpotqa,Where was the film A Taxi Driver released?,South Korea,entity
hotpotqa_0283,hotpotqa,"Huddersfield Giants R.L.F.C. are an English professional rugby league club from Huddersfield, West Yorkshire, the birthplace of rugby league, who play in the Super League competition, they play their ",England,entity
squad_0149,squad,Which library was built at Notre Dame in 1963?,Theodore Hesburgh Library,entity
musique_0424,musique,In what year was the University College at Highfield founded?,1862,temporal
squad_0341,squad,In what year did Beyonce's father quit his job to manage her group?,1995,temporal
hotpotqa_0953,hotpotqa,The Wrekin is a hill that can be seen even as far as a landmark 47-storey mixed use skyscraper that is how tall?,554 ft,numerical
hotpotqa_0082,hotpotqa,What actor in the film D.C. Cab also had a role in the TV series Barney Miller?,Max Gail,compositional
musique_0782,musique,When was the institute of technology featuring the Houston Field House founded?,1824,temporal
squad_0353,squad,Beyonce's group changed their name to Destiny's Child in what year?,1996,temporal
hotpotqa_0948,hotpotqa,"Shanghai Noon was the directorial debut of an American film director whose other credits include Showtime, Failure to Launch, and what other film?",Marmaduke,entity
squad_0269,squad,When did Beyonce start becoming popular?,in the late 1990s,temporal
musique_0421,musique,Who authored The Road to City A where City A is the birthplace of Ryan Junge?,Robert Ludlum,compositional
hotpotqa_0390,hotpotqa,Tulapur is a village in which second largest city in Maharashtra?,Pune,entity
